edgeID,AC,RB,BB,RBB
10711,7,0,9,0
40295,0,5,2,10
40490,0,0,0,0
62014,0,2,0,6
765,0,1,0,1
37078,8,9,3,5
42624,0,0,0,0
15299,0,1,1,1
65940,0,0,1,1
30736,14,14,10,3
17285,2,1,0,0
30722,2,1,2,1
42660,1,0,2,0
57456,0,0,0,0
42625,0,0,0,0
40293,1,4,2,9
35119,0,2,2,3
30728,1,5,3,5
62015,0,2,1,6
10553,0,1,0,0
15301,0,1,0,1
15405,5,9,3,14
17715,0,0,0,1
30726,0,0,0,0
42712,3,0,3,0
63417,0,0,0,0
42634,1,0,1,0
42635,1,0,1,0
15406,5,9,3,10
10713,0,0,0,0
42710,1,2,1,2
30743,1,4,3,5
55345,0,1,0,1
30720,0,0,0,1
87745,0,0,0,1
30724,1,5,3,5
42711,0,0,0,0
30723,1,4,3,5
17248,3,3,1,2
62013,0,0,1,0
50436,3,1,6,1
50433,0,0,0,0
50432,1,0,1,0
50424,2,0,5,0
15404,0,6,0,6
42626,0,0,0,0
50423,3,1,6,1
56601,1,7,2,7
30802,1,4,3,5
9256,0,1,0,0
670,0,0,0,0
40898,0,0,0,0
9429,0,0,0,0
9428,0,0,0,0
2132,0,0,0,1
605,0,0,0,0
50531,1,7,1,12
774,0,1,0,0
40897,0,0,0,0
32976,6,9,4,10
18238,0,2,1,2
9468,1,1,2,4
9470,0,2,0,5
32519,2,0,10,1
48101,2,0,1,0
50418,1,0,1,0
40899,0,0,0,0
41776,8,0,11,0
45433,0,0,0,0
59378,4,1,3,1
59370,5,1,3,1
59407,0,0,0,3
59417,19,16,18,9
32946,3,1,6,1
669,0,1,0,1
45438,0,0,0,0
606,0,0,0,0
37930,1,1,2,1
41865,1,6,2,9
34730,0,2,0,3
50420,1,0,1,0
604,0,0,0,0
39613,0,0,1,0
54132,2,5,5,10
7134,0,2,0,1
9255,0,1,0,0
667,0,1,0,1
39806,0,1,0,1
39807,1,0,0,0
666,0,1,0,1
14255,2,3,5,5
40488,0,6,0,6
71178,0,0,0,0
